images,healthy,scab,frog_eye_leaf_spot,rust,complex,powdery_mildew
a8ab965f868fc44c.jpg,1,0,0,0,0,0
a5d8924f7fad18a0.jpg,1,0,0,0,0,0
fab3f2b1c0d2a982.jpg,0,1,0,0,0,0
d9b283cd98b19d13.jpg,0,1,0,0,0,0
852979c129dde25d.jpg,0,0,1,0,0,0
b76b84406eb75545.jpg,1,0,0,0,0,0
c1a972977e88b49c.jpg,0,0,0,0,1,0
ba3457285a4655e7.jpg,0,1,0,0,0,0
f2d5d2adc18c6986.jpg,0,1,0,0,0,0
e0f996008ddabf0d.jpg,0,0,1,0,0,0
bb2ad8e69a846699.jpg,1,0,0,0,0,0
c225cf8aba4eb952.jpg,1,0,0,0,0,0
bfc86719271047f1.jpg,0,1,0,0,0,0
f5b1809b4c867c6e.jpg,1,0,0,0,0,0
9f1061a618f3fcc9.jpg,0,0,0,0,0,1
dab12ed9c1ce0ce1.jpg,0,0,1,0,0,0
9742c28e983ef46b.jpg,0,1,1,0,0,0
ca23cf4e3ce73430.jpg,0,1,0,0,0,0
aa1620058fbfbcad.jpg,0,1,0,0,0,0
c1b7659f9a9214d2.jpg,0,1,0,0,0,0
a5a6c896c8d591fa.jpg,1,0,0,0,0,0
de27e42a4465a67c.jpg,0,0,0,1,0,0
c037227490feddcc.jpg,0,1,0,0,0,0
85613ea3387e9696.jpg,0,1,0,0,0,0
beedc893a5b106c8.jpg,0,0,1,0,0,0
8be8264e0dfce985.jpg,0,1,0,0,0,0
85947d1e914af03f.jpg,0,0,0,1,0,0
d4c367739964b80e.jpg,0,1,1,0,0,0
af8743fa46a09c1d.jpg,1,0,0,0,0,0
e1de8cd263a05667.jpg,0,0,1,0,0,0
f8acd0f20f077076.jpg,0,1,0,0,0,0
fd7b82b8c3cf8180.jpg,0,0,0,0,1,0
da44867e8f1e4768.jpg,1,0,0,0,0,0
8d97f883e8a4d34c.jpg,0,1,0,0,0,0
fa9093959bab2057.jpg,0,0,0,0,0,1
b918d330cfd1e760.jpg,0,0,0,1,0,0
de9811dfd8c91b22.jpg,0,1,0,0,0,0
c5b244902fcf3f8c.jpg,0,0,1,0,0,0
b92c45d624eb366c.jpg,0,1,0,0,0,0
8bc8cb9dae2a1ab2.jpg,0,1,0,0,0,0
e5f4d3e960ae5086.jpg,0,0,0,1,0,0
c0c8cbbd163772d4.jpg,0,0,1,0,0,0
92613acfe33c8b70.jpg,0,0,0,1,0,0
8bc6b07f365e4318.jpg,0,0,0,0,1,0
fc01c2dc8fa99de0.jpg,0,1,0,0,0,0
f8c99e5c90314f2b.jpg,0,0,1,0,0,0
c8c93c3462637abb.jpg,1,0,0,0,0,0
81e293df16992cb9.jpg,0,0,0,1,0,0
b602d6e6487c3c9d.jpg,0,0,0,0,1,0
b9c6d24bb05fc81c.jpg,1,0,0,0,0,0
92d85a6ba115dccd.jpg,1,0,0,0,0,0
f5d005bc38b365ca.jpg,0,0,1,0,0,0
f637dec600ccc1a3.jpg,0,0,1,0,0,0
a5495bea4b602d75.jpg,0,1,1,0,0,0
bd6292864adbf44c.jpg,1,0,0,0,0,0
d53667c0acab2e89.jpg,0,1,0,0,0,0
c5e4c69d861d2733.jpg,0,0,0,1,0,0
af80b4d6560afa4d.jpg,1,0,0,0,0,0
d04dc3904bdba75a.jpg,0,0,1,0,0,0
edeed03cca920c9a.jpg,0,0,1,0,0,0
f541962d2ba2ad55.jpg,0,1,0,0,0,0
dd96685aac299565.jpg,0,1,0,0,0,0
92b7678eb031b329.jpg,1,0,0,0,0,0
91f0af891fa147ac.jpg,0,0,0,0,1,0
abb0d5a9d4b4985c.jpg,0,0,0,1,0,0
f6aa1ed16a420d8f.jpg,0,0,1,0,0,0
c84bf573e0338327.jpg,0,1,0,0,0,0
b5da1a85c9ad4a1d.jpg,0,1,0,0,0,0
cf387a827031bc6e.jpg,0,0,0,0,1,0
fc900b4d8bbd9551.jpg,0,1,0,0,0,0
e08a8dc0efa6b267.jpg,1,0,0,0,0,0
ddb0c9670a277253.jpg,0,0,0,0,1,0
8e858c8397706b7b.jpg,1,0,0,0,0,0
c395a195e171b369.jpg,0,0,0,1,0,0
b95e8554924979e9.jpg,1,0,0,0,0,0
b7b4eaa08f912b89.jpg,0,0,1,0,0,0
c47f69b34aa95609.jpg,0,1,0,0,0,0
b8219f67d004f87e.jpg,0,1,1,0,1,0
ed0778000fe5c7f2.jpg,1,0,0,0,0,0
9bd87d663711a2a1.jpg,0,0,1,0,0,0
a55ec7744335e0a6.jpg,0,1,0,0,0,0
a4435afc74563635.jpg,1,0,0,0,0,0
c2a0f402179f9cfe.jpg,0,1,1,0,0,0
c56b342dd22b117b.jpg,0,0,1,0,0,0
b05f82db0a733837.jpg,0,0,0,0,1,0
ddf4b843459ea10d.jpg,0,0,0,0,0,1
c6c30af8bbe84db0.jpg,0,0,0,0,1,0
fc4c52d0e8bae07c.jpg,0,1,0,0,0,0
b5c0c2ea4bd48d57.jpg,1,0,0,0,0,0
d8b83090f9df0cdc.jpg,0,1,0,0,0,0
9dfd78087ab4c2c4.jpg,0,1,0,0,0,0
88723fc5719e69a8.jpg,0,0,0,1,0,0
bcb1c1caf7562a12.jpg,1,0,0,0,0,0
f1bd1991c118fc47.jpg,0,0,0,1,0,0
fe481335a91ec751.jpg,0,0,0,0,1,0
be7a0ab468db6489.jpg,0,1,0,0,0,0
b7cc0f91c0d9e9c8.jpg,1,0,0,0,0,0
a65f98117faa8466.jpg,0,0,1,0,0,0
b286a56d493873d5.jpg,0,0,0,0,0,1
d470aa87969de159.jpg,0,0,1,0,0,0
e2f9105769d0ab47.jpg,0,1,0,0,0,0
caced5dc2b701938.jpg,0,1,0,0,0,0
c04e0fa01efae6e3.jpg,0,0,1,0,0,0
f29cc6dba8071617.jpg,0,0,1,0,0,0
f18ed5c06fe02273.jpg,0,0,0,1,0,0
f2e4ed29aa4a2d1a.jpg,1,0,0,0,0,0
c2ea42b4da3fe164.jpg,1,0,0,0,0,0
f9e88fec002472eb.jpg,0,0,1,0,1,0
ccacf4d46451d2b9.jpg,0,0,1,0,0,0
d51d24818a4f5f5e.jpg,0,0,0,1,0,0
a58fcff8101661e3.jpg,1,0,0,0,0,0
efb104bd072e3d84.jpg,1,0,0,0,0,0
b3bdc27aaae0bc04.jpg,0,1,0,0,0,0
aeb146794ca5d28b.jpg,1,0,0,0,0,0
a381e182876f3dd6.jpg,1,0,0,0,0,0
fded80c09f8f3828.jpg,0,1,1,0,0,0
f5a0c58d8edd2859.jpg,0,0,0,1,0,0
b8be26f097c1602f.jpg,0,1,0,0,0,0
f59ac9d9792261c8.jpg,0,0,0,0,1,0
a19bc89dce03f1b2.jpg,0,0,1,0,0,0
f7b4c12a7e3d2884.jpg,0,0,1,0,0,0
f1accd9ac1d94ac1.jpg,0,0,1,0,0,0
d24d24f0f81a37e3.jpg,0,1,0,0,0,0
fd5356434f43c419.jpg,0,1,0,0,0,0
881f26e8d4df548d.jpg,0,0,0,1,0,0
8f25c66ceb2cf094.jpg,0,1,0,0,0,0
e04185a3df974fd0.jpg,1,0,0,0,0,0
c25f935d59616b06.jpg,0,0,1,0,0,0
f2f80752d53f1d40.jpg,0,0,1,0,0,0
cdb123e1c18cfde0.jpg,0,1,0,0,0,0
aed5de9548126c69.jpg,1,0,0,0,0,0
ab3c2fc4341d70e5.jpg,0,1,0,0,0,0
f82794f604f9a519.jpg,0,1,0,0,0,0
85b37b284f8ec22b.jpg,0,0,1,0,0,0
ddea65f621132a51.jpg,1,0,0,0,0,0
fffb900a92289a33.jpg,1,0,0,0,0,0
e8da8b2d65741693.jpg,0,1,0,0,0,0
80bf2381975655d7.jpg,0,1,0,0,0,0
cfaa317b0243fc68.jpg,0,0,1,0,0,0
e9f512ba1a75c2d0.jpg,0,0,1,0,0,0
afda1a9a140eb555.jpg,0,1,0,0,0,0
d5ea77958a3b8830.jpg,0,1,0,0,0,0
c92ca6e72bede110.jpg,0,0,1,0,0,0
869460d69dc547cf.jpg,0,0,1,0,0,0
ccb152972a7a6555.jpg,0,0,1,0,1,0
af8e37785ae2a0c1.jpg,0,0,1,0,0,0
af55875c5e685a03.jpg,1,0,0,0,0,0
aa6a97960f9037e4.jpg,0,0,1,0,1,0
8a4772d191dcd969.jpg,0,0,1,0,0,0
e7ecc583d571d202.jpg,0,0,0,1,0,0
e19ecb5e89f41851.jpg,1,0,0,0,0,0
d7b0640edccba869.jpg,0,0,0,0,1,0
8f8b2fd5a038d760.jpg,0,0,1,0,0,0
c91fb33e1dc024cb.jpg,0,0,0,0,1,0
8aa1674fda23c14f.jpg,1,0,0,0,0,0
981e3ee7c21b7191.jpg,0,0,0,0,0,1
d359c824f6ac02df.jpg,0,1,0,0,0,0
b78dc1d9dda30350.jpg,0,0,0,1,1,0
fce486fe3a202f24.jpg,0,0,1,0,0,0
f5ad808b9f367070.jpg,1,0,0,0,0,0
848a5a93c3f9696d.jpg,0,1,1,0,0,0
84f26d8b126fe3a8.jpg,1,0,0,0,0,0
c377302f39c6615c.jpg,1,0,0,0,0,0
b0b7a010cf62efe1.jpg,0,1,0,0,0,0
fbc483ae483edc90.jpg,0,0,0,0,1,1
d53c876e954300fe.jpg,0,1,0,0,0,0
a393d36b6534325a.jpg,1,0,0,0,0,0
b2de96165a27a1e2.jpg,1,0,0,0,0,0
839f36383b70463e.jpg,1,0,0,0,0,0
eca213dbcb84a794.jpg,0,0,1,0,1,0
d13a2389670b0f6f.jpg,0,0,1,0,0,0
d1bc99ca2f01e61b.jpg,1,0,0,0,0,0
c4f46ee06dc6c29c.jpg,0,0,0,0,0,1
9ef52b2fe0c4944a.jpg,0,0,0,1,0,0
ec60fc9fc1c11bc1.jpg,0,1,1,0,1,0
d1763e1e03e7db00.jpg,0,0,1,0,0,0
a7593f958aae1605.jpg,0,1,0,0,0,0
cc85f50c7f18d68c.jpg,1,0,0,0,0,0
f1e2837839593a8e.jpg,0,0,1,0,0,0
c6f0b5d058be29d8.jpg,0,1,0,0,0,0
f5a03ef22707858e.jpg,0,0,0,1,0,0
afc035817c09cfab.jpg,0,0,0,0,1,0
96ba4ad986a24c7d.jpg,1,0,0,0,0,0
ccb37741278f85a2.jpg,0,0,0,1,0,0
a5f190a2c9d374f4.jpg,0,0,1,0,0,0
c8d544ddaa682bd5.jpg,0,1,0,0,0,0
bc43d0289bf09fe8.jpg,0,1,0,0,0,0
9db7219eaa13db01.jpg,0,1,0,0,0,0
839b6a7a21adaf14.jpg,0,0,1,0,0,0
ccd33ad8e5818a4f.jpg,1,0,0,0,0,0
f081d86c337cbb25.jpg,0,0,1,0,0,0
f5ec9eb058923293.jpg,1,0,0,0,0,0
afaadbc1ca44ad22.jpg,0,0,1,0,0,0
a4f0c283879e92fe.jpg,1,0,0,0,0,0
f86c97703b376098.jpg,0,0,0,0,1,0
c5fd3e99703ad110.jpg,1,0,0,0,0,0
989f07228ef6c13b.jpg,0,0,0,0,1,0
b7f6e2c2801f2a35.jpg,0,0,0,0,1,0
eb17d7a05019b58b.jpg,0,0,1,0,0,0
b061c397878e89eb.jpg,0,0,0,0,0,1
d63e2dc3a0395a6a.jpg,1,0,0,0,0,0
84a271e27b99f81d.jpg,0,0,1,0,0,0
a0e0f878aba7265d.jpg,0,1,0,0,0,0
8cf8c19c78b735c2.jpg,0,0,0,1,0,0
a8f260c397b796c2.jpg,0,0,0,1,0,0
a0e0c3f71d0738de.jpg,1,0,0,0,0,0
ffe4c0e905dd088e.jpg,1,0,0,0,0,0
de85e0a587f0fc28.jpg,0,0,1,0,0,0
edb585a4ced6130a.jpg,0,1,1,0,0,0
92878c3d6c99a9cb.jpg,1,0,0,0,0,0
f565c69a38d9a123.jpg,0,0,0,0,1,0
d5fd2180c1c1fda3.jpg,1,0,0,0,0,0
c9d1f0330bbdc4e1.jpg,0,1,0,0,0,0
e895d470eae348ab.jpg,0,1,0,0,0,0
a4d71aa9157ab856.jpg,1,0,0,0,0,0
ebc9819893fc12d6.jpg,0,0,0,0,1,0
f1f15bcbe19086c4.jpg,0,1,0,0,0,0
fff2e1c1e70300f0.jpg,0,0,1,0,0,0
f48bb89795a01df0.jpg,0,0,1,0,0,0
e1c5fafb48fcc100.jpg,1,0,0,0,0,0
c04bb370935d9b69.jpg,0,0,1,0,0,0
8f456733d83cc836.jpg,1,0,0,0,0,0
93a1d1d6e69a7451.jpg,1,0,0,0,0,0
ae5e95b459830a6b.jpg,0,0,0,1,0,0
bc62cd122f6dd2b0.jpg,0,0,0,1,0,0
c3609be138c7f196.jpg,0,0,1,0,0,0
fd85cdd0930e3338.jpg,1,0,0,0,0,0
c0f487a36dc35c87.jpg,1,0,0,0,0,0
86f93a009dbf8d85.jpg,0,0,1,0,0,0
b5df930140e43797.jpg,1,0,0,0,0,0
f3a7adb096e00b8a.jpg,1,0,0,0,0,0
ada4ea8875751a36.jpg,1,0,0,0,0,0
e89bc56d1f0c6968.jpg,0,0,0,1,0,0
de7c3b823ec0198d.jpg,0,0,1,0,0,0
a74dd2368989af32.jpg,0,0,1,0,0,0
f78f879c8068b8d2.jpg,1,0,0,0,0,0
eeb185a3859636c6.jpg,1,0,0,0,0,0
f610d8adc9c207fa.jpg,1,0,0,0,0,0
c0ed358b268d719d.jpg,0,1,0,0,0,0
a6b6f6cae4394189.jpg,1,0,0,0,0,0
c9ac3ca74cd15356.jpg,0,0,1,0,0,0
b751039556ba4c4f.jpg,0,0,0,0,0,1
aa4694deaf305587.jpg,1,0,0,0,0,0
9724da92ed49a28f.jpg,0,0,0,1,0,0
99f3639158699cd8.jpg,0,0,0,1,0,0
a5f868c91c3dab52.jpg,0,1,1,0,0,0
fd2795399450ae4a.jpg,0,0,1,0,0,0
9f946a2a2d38d5b4.jpg,0,0,0,0,0,1
d72482b49f346ad6.jpg,1,0,0,0,0,0
a7c9981fcfb090cc.jpg,1,0,0,0,0,0
d60739c70fe03a3c.jpg,0,1,0,0,0,0
833c97cd34eb4526.jpg,1,0,0,0,0,0
f06b9e3c89335531.jpg,0,1,0,0,0,0
96a738204ddf9cd1.jpg,1,0,0,0,0,0
fb3ff1824d4d4421.jpg,1,0,0,0,0,0
8df767cb72448990.jpg,0,1,0,0,0,0
c1e3f343646c1f58.jpg,0,1,0,0,0,0
c40d651be6b19f45.jpg,0,0,1,0,0,0
f4b49e82c9d2459d.jpg,0,0,1,0,0,0
93c23783c34bcb6a.jpg,1,0,0,0,0,0
c24f36360fc78fa0.jpg,0,0,0,0,1,0
eeca70a9a115563b.jpg,0,0,1,0,0,0
f886d282f99a419f.jpg,1,0,0,0,0,0
90f97e1ee0261b27.jpg,0,0,0,1,0,0
f7a1d4d84ad00df2.jpg,0,0,0,0,0,1
80b4b62f1232e6fb.jpg,0,0,1,0,0,0
b27f843e5f30084f.jpg,0,0,0,0,0,1
c5bdf631d514a982.jpg,0,1,0,0,0,0
94e947373a5423cb.jpg,1,0,0,0,0,0
fd8a223fc232e8f0.jpg,0,1,1,0,0,0
d5e72937db898007.jpg,0,0,0,0,0,1
d0e6d04fe727258a.jpg,0,1,1,0,0,0
96806be4dfba20ad.jpg,0,1,0,0,0,0
90bd638f9c32656c.jpg,0,1,0,0,0,0
84f56fda39453a24.jpg,1,0,0,0,0,0
adc483b3eab562a1.jpg,0,0,0,0,0,1
96e0ec34d056d38f.jpg,0,1,0,0,0,0
bdb3662d1a9c21c6.jpg,0,0,1,0,0,0
df8e2c4741c6cdc4.jpg,0,1,0,0,0,0
cdadd296136e960a.jpg,0,0,1,0,0,0
c35f38ed36c023e2.jpg,0,1,0,0,0,0
cfb49f159454b04b.jpg,0,1,0,0,0,0
b3f5b7cb8281160e.jpg,0,0,0,1,0,0
9a1462ce99fa117e.jpg,0,1,0,0,0,0
c6e3f29803fc462d.jpg,0,0,0,0,0,1
a59cc38ec50ee05f.jpg,0,1,0,0,0,0
d17aaf619c914a1b.jpg,0,0,1,0,0,0
a040ab7279d5aa9f.jpg,1,0,0,0,0,0
afe393958b913063.jpg,0,1,0,0,0,0
f8f420cf5b80d3f0.jpg,0,1,0,0,0,0
a0dfc03dc63a1e4e.jpg,0,0,0,0,1,0
8c87c6d58cb99c71.jpg,1,0,0,0,0,0
f819f4581ff21b03.jpg,0,0,1,0,0,0
c0d17fd8d78460f4.jpg,0,0,1,0,0,0
cc7825d823eb87ca.jpg,1,0,0,0,0,0
ea31e0d14a13ee9d.jpg,0,1,1,0,1,0
838397476a6b323d.jpg,0,0,0,1,0,0
b77f89b095c05b84.jpg,0,0,0,0,1,0
ede9cac2222b23b5.jpg,0,0,1,0,1,0
c3e5f0d4d2b183a3.jpg,1,0,0,0,0,0
ffa894e489960ad6.jpg,1,0,0,0,0,0
d4d6afa93a319216.jpg,0,0,0,0,1,0
9af86cc0e38dd156.jpg,0,0,0,0,1,0
c723c79032ce37e4.jpg,1,0,0,0,0,0
bb1e4d683c97a44a.jpg,1,0,0,0,0,0
f61de78d9b402ad0.jpg,0,0,0,0,1,1
b52592c0e9b3f4d1.jpg,0,0,0,1,0,0
c1fa2e8ab2d53a0e.jpg,1,0,0,0,0,0
e0c2cba4ec5a2e9d.jpg,1,0,0,0,0,0
d1d97b25a5c7502a.jpg,1,0,0,0,0,0
94e5c9cece4a14b3.jpg,0,0,1,0,0,0
f5f4aac090e47569.jpg,0,1,0,0,0,0
86a03f92fa1b585e.jpg,0,1,0,0,0,0
f9011ffc0a4552af.jpg,0,0,0,0,0,1
d58710aa3ac2f7c6.jpg,0,1,0,0,0,0
bc89c0038b979de7.jpg,0,0,0,0,1,0
f6e966d382908ba9.jpg,0,1,0,0,0,0
a875c39ed830e599.jpg,0,1,0,0,0,0
f7fac28d94b14164.jpg,0,0,0,1,0,0
96b436d49c489ead.jpg,0,1,0,0,0,0
c6bc9352f4466627.jpg,1,0,0,0,0,0
f6966ff0022df00b.jpg,1,0,0,0,0,0
d7f4a5a998d84a43.jpg,1,0,0,0,0,0
f5b492f2cb673804.jpg,1,0,0,0,0,0
af69cc47f8661311.jpg,0,0,0,1,0,0
fc9a81c01fce3e34.jpg,0,1,0,0,0,0
a56dd542a9aaa9aa.jpg,1,0,0,0,0,0
d6cb480e9c3b4de4.jpg,1,0,0,0,0,0
ba6197f1d0956b42.jpg,0,1,0,0,0,0
c5cfa16193c3993c.jpg,1,0,0,0,0,0
c93b263ac8e86793.jpg,0,1,0,0,0,0
949a5daa9c697253.jpg,0,0,1,0,0,0
fc910f70cbee3064.jpg,0,1,0,0,0,0
f7a1d34b8903186f.jpg,1,0,0,0,0,0
bcd434c393207bf8.jpg,0,0,0,1,0,0
afb59098888f55ce.jpg,0,0,1,0,0,0
cdf43ac5238c53b8.jpg,0,1,1,0,0,0
d34e9305e13c26be.jpg,0,0,0,0,0,1
fffc94e092a59086.jpg,0,0,0,1,0,0
abad92d6588a58cb.jpg,1,0,0,0,0,0
a56edda4cc98a499.jpg,1,0,0,0,0,0
ad64f0858e9e74e1.jpg,0,0,0,0,1,0
cfc37861638c9a99.jpg,0,1,0,0,0,0
b4bb84dbbc8a18cc.jpg,1,0,0,0,0,0
b2b2364c3966c7d8.jpg,0,0,0,0,0,1
ad997b3cb2842762.jpg,0,0,0,0,0,1
8b3b3fa2f425a194.jpg,0,0,0,1,0,0
831abdc76c05e23d.jpg,0,0,0,1,0,0
a1ccdad316326f70.jpg,0,0,0,1,0,0
c5d8aa7a7d0435c6.jpg,0,0,0,0,0,1
fe2f89368b14c455.jpg,0,0,0,0,1,0
ea9aafe34521f01c.jpg,0,1,0,0,0,0
c83b2dd123f827a9.jpg,0,0,1,0,0,0
f5cb4a7832e1a13c.jpg,0,0,0,1,0,0
e7a9d84a19ed5c11.jpg,0,1,0,0,0,0
fef4d0928b8d6d04.jpg,0,1,0,0,0,0
e13fd2d0c5602d67.jpg,0,0,0,0,1,0
f49ac3b8c4b58972.jpg,0,0,1,1,0,0
b72ab6402ad728f6.jpg,0,0,0,0,0,1
ee90c7ce1e566c48.jpg,0,0,0,0,0,1
b217c296cb82adf8.jpg,0,1,0,0,0,0
c1a26174ac7c2e7d.jpg,0,1,0,0,0,0
c10f784f61dc2f07.jpg,0,0,1,0,0,0
e2f0e1f898b21f51.jpg,0,1,0,0,0,0
b5cad2a88b903f93.jpg,1,0,0,0,0,0
f814a8c757cb7606.jpg,0,1,0,0,0,0
f95e2fe11800c33f.jpg,1,0,0,0,0,0
ff282b2a033dace8.jpg,1,0,0,0,0,0
c5171f7a7ad05158.jpg,0,0,0,0,1,0
f1e5d187e1999c0c.jpg,0,0,1,0,0,0
c4e51ee01d484dfb.jpg,1,0,0,0,0,0
e497c6d09ad073b8.jpg,0,1,0,0,0,0
a8fe9f432f452491.jpg,0,0,1,0,0,0
d5795a2b9546a968.jpg,1,0,0,0,0,0
b9e2dd8769e442a1.jpg,0,0,1,0,0,0
e8cd354ae3d083f2.jpg,0,1,1,0,0,0
e5e1e1814e7f081f.jpg,0,0,0,0,1,0
b8bd80f8b1c9e07c.jpg,1,0,0,0,0,0
f7f4970198cdf088.jpg,1,0,0,0,0,0
f2254d92d85073bd.jpg,0,1,0,0,0,0
f5cc611fbae8e090.jpg,0,0,1,0,0,0
bdeaa054ca1459fa.jpg,0,0,1,0,0,0
957669b26a51b649.jpg,0,1,0,0,0,0
d32492d3854abece.jpg,0,0,0,0,1,0
d12e9d0ec41586ef.jpg,0,0,0,0,0,1
f59ec6c1c89ec350.jpg,1,0,0,0,0,0
c52725b3f27817c8.jpg,0,0,0,1,0,0
ced3405f1e3c31a3.jpg,0,1,0,0,0,0
88f0d0d5de89b5c5.jpg,1,0,0,0,0,0
86e38706a2bc5eae.jpg,0,0,1,0,0,0
f9fec080fcc308f8.jpg,0,0,1,0,0,0
c56170c02bdf57b1.jpg,0,1,0,0,0,0
ddb460e3e792841e.jpg,0,0,1,0,0,0
862e2ce22f046bfe.jpg,0,1,0,0,0,0
cfb474cb96870986.jpg,0,1,0,0,0,0
e174dffbc0c0006f.jpg,0,1,0,0,0,0
f7329ace0b9528ca.jpg,0,0,1,0,0,0
8dc88d0acfdda01f.jpg,0,0,1,0,0,0
dac97436a8d5e291.jpg,1,0,0,0,0,0
c58039da54edd6a5.jpg,1,0,0,0,0,0
a445de268e524efa.jpg,0,1,0,0,0,0
caf60ae4b84ab49d.jpg,0,0,1,0,0,0
cd6b3d5a151bb508.jpg,0,1,0,0,0,0
f6709c2f03f458cc.jpg,0,1,0,0,0,0
8eb36e92741aae25.jpg,0,1,0,0,0,0
d903386fdb02467b.jpg,0,0,0,1,0,0
8110a4d859b7f8fe.jpg,0,0,1,0,0,0
a4bc1bc398bbb0b8.jpg,1,0,0,0,0,0
de450fc62b9429d6.jpg,1,0,0,0,0,0
d41094cd6d2de7b4.jpg,0,1,0,0,0,0
a1f89448e061bf7b.jpg,1,0,0,0,0,0
f4ccca47a4174f32.jpg,0,1,0,0,0,0
e1e2d7969a2b432a.jpg,0,0,1,0,0,0
92a91fd0b485fa9a.jpg,0,0,0,0,1,0
a2b59583525fe938.jpg,1,0,0,0,0,0
b8e99c6ddd8d041c.jpg,0,1,0,0,0,0
b9b0a30b63b6364e.jpg,0,1,0,0,0,0
c0c73614ce4ee4ed.jpg,0,0,1,0,0,0
bdcebe640a2409fa.jpg,1,0,0,0,0,0
b07af06ecde90f20.jpg,0,0,0,0,1,0
ad0985c9d743dc56.jpg,1,0,0,0,0,0
a5f9cd281e1934ea.jpg,0,0,0,0,1,0
ffd8921b143c03da.jpg,0,1,0,0,0,0
e76ad6e5951d3081.jpg,0,0,1,0,0,0
8e90bd50c7bac659.jpg,0,1,0,0,0,0
febb92314d415c45.jpg,0,1,0,0,0,0
